 pedido;fecha_pedido;fecha;financial_status;total;subtotal;shipping;taxes;discount_code;discount_amount;sku;producto;cantidad;precio_unitario;ImportadoIA;descuento_item;categoria_producto;canal;ciudad;departamento;payment_method;risk_level
1069;2024-01-09 17:43:28-05:00;2024-01-09;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;230.000,00;1239;Pantaloneta Estelar con fajÃ³n negra - Black / L / L;1;269.900,00;NO;0.0;Pantalonetas;web;La Unión Antioquia;Antioquia;Addi Payment;Low
1072;2024-01-12 10:40:08-05:00;2024-01-12;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;230.000,00;1239;Pantaloneta Estelar - Black / S / S;1;269.900,00;NO;0.0;Pantalonetas;web;Cali;Valle Del Cauca;ePayco;Low
1072;2024-01-12 10:40:08-05:00;2024-01-12;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;230.000,00;2203;Chaqueta Cortavientos Luminance - S / Negro / S;1;230.000,00;SI;230000.0;Chaquetas;web;Sin información;Sin información;ePayco;Low
1073;2024-01-13 09:55:16-05:00;2024-01-13;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;230.000,00;2201;Chaqueta Cortavientos Luminance - S / Verde Fluorescente / S;1;230.000,00;NO;230000.0;Chaquetas;web;Sin información;Sin información;Addi Payment;Low
1073;2024-01-13 09:55:16-05:00;2024-01-13;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;230.000,00;1207;Pantaloneta Estelar BorgoÃ±a - Red / M / M;1;269.900,00;NO;0.0;Pantalonetas;web;Armenia;Quindío;Addi Payment;Low
1074;2024-01-14 14:24:50-05:00;2024-01-14;paid;280.000,00;280.000,00;0,00;0,00;ELEVENPRO10;0,00;26939;Enterizo Ciclismo Dama - Black / S;1;280.000,00;NO;0.0;Enterizo;web;Villavicencio;Meta;ePayco;Low
1076;2024-01-20 02:12:56-05:00;2024-01-20;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;183.900,00;1207;Pantaloneta Estelar BorgoÃ±a - Red / S;1;289.900,00;NO;0.0;Pantalonetas;web;Barrancabermeja;Santander;ePayco;Low
1076;2024-01-20 02:12:56-05:00;2024-01-20;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;183.900,00;2203;Chaqueta Cortavientos Luminance - S / Azul Fluorescente;1;183.900,00;SI;183900.0;Chaquetas;web;Sin información;Sin información;ePayco;Low
1079;2024-01-22 14:59:19-05:00;2024-01-22;paid;197.910,00;197.910,00;0,00;0,00;ELEVENPRO10;21.990,00;82361;CAMISETA UNISEX - M;1;219.900,00;NO;0.0;Camisetas;web;Ibague;Tolima;Addi Payment;Low
1080;2024-01-23 14:21:16-05:00;2024-01-23;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;34021;PT Tubular Vinotinto Dama - S;1;289.900,00;NO;0.0;Sin Categoria;web;Valledupar;Cesar;Addi Payment;Low
1081;2024-01-25 17:28:27-05:00;2024-01-25;paid;325.710,00;325.710,00;0,00;0,00;ELEVENPRO10;36.190,00;3430;Pantaloneta Ultra - Black / S / S;1;361.900,00;NO;0.0;Pantalonetas;web;Guayabal De Siquima;Cundinamarca;Addi Payment;Low
1082;2024-01-25 20:27:05-05:00;2024-01-25;paid;361.900,00;361.900,00;0,00;0,00;ELEVENPRO10;0,00;1230;Pantaloneta Ultra - Black / M;1;361.900,00;NO;0.0;Pantalonetas;web;Guayabal De Siquima;Cundinamarca;Addi Payment;Low
1083;2024-01-26 06:52:33-05:00;2024-01-26;paid;226.710,00;226.710,00;0,00;0,00;ELEVENPRO10;25.190,00;80331;Camiseta Pro - Black / S;1;251.900,00;NO;0.0;Camisetas;web;Santa Marta;Magdalena;ePayco;Low
1084;2024-01-26 12:17:32-05:00;2024-01-26;paid;325.710,00;325.710,00;0,00;0,00;ELEVENPRO10;36.190,00;1245;Pantaloneta BTM Ultra - Black / M;1;361.900,00;NO;0.0;Pantalonetas;web;Salgar;Antioquia;Addi Payment;Low
1087;2024-01-31 18:43:54-05:00;2024-01-31;paid;179.900,00;179.900,00;0,00;0,00;ELEVENPRO10;0,00;17177;Chaleco - M;1;179.900,00;NO;0.0;Chalecos;web;Zipaquira;Cundinamarca;Addi Payment;Low
1088;2024-01-31 21:09:01-05:00;2024-01-31;paid;305.500,00;305.500,00;0,00;0,00;ELEVENPRO10;0,00;26937;Enterizo Ciclismo Dama - Purple / M;1;305.500,00;NO;0.0;Enterizo;web;Bogotá;Bogotá D.C.;ePayco;Low
1089;2024-01-31 21:49:05-05:00;2024-01-31;paid;197.910,00;197.910,00;0,00;0,00;ELEVENPRO10;21.990,00;82360;Camiseta unisex - XL;1;219.900,00;NO;0.0;Camisetas;web;Neiva;Huila;ePayco;Low
1090;2024-02-08 15:58:36-05:00;2024-02-08;paid;363.510,00;363.510,00;0,00;0,00;ELEVENPRO10;0,00;26249;ENTERIZO EDICION MANGA LARGA - M;1;363.510,00;NO;0.0;Enterizo;web;San Sebastián De Mariquita;Tolima;ePayco;Low
1091;2024-02-09 11:19:03-05:00;2024-02-09;paid;343.710,00;343.710,00;0,00;0,00;ELEVENPRO10;38.190,00;26288;Enterizo Hill verde - XS;1;381.900,00;SI;0.0;Enterizo;web;Bogotá;Bogotá D.C.;ePayco;Low
1093;2024-02-12 10:16:12-05:00;2024-02-12;paid;260.910,00;260.910,00;0,00;0,00;ELEVENPRO10;28.990,00;3406;Pantaloneta Estelar - White / M;1;289.900,00;NO;0.0;Pantalonetas;web;Quimbaya;Quindío;Addi Payment;Low
1094;2024-02-12 17:37:46-05:00;2024-02-12;paid;226.710,00;226.710,00;0,00;0,00;ELEVENPRO10;25.190,00;14331;Camiseta  slim - Black / M;1;251.900,00;NO;0.0;Camisetas;web;Quimbaya;Quindío;Addi Payment;Low
1095;2024-02-13 12:58:55-05:00;2024-02-13;paid;325.710,00;325.710,00;0,00;0,00;ELEVENPRO10;36.190,00;1245;Pantaloneta BTM Ultra - Black / M;1;361.900,00;NO;0.0;Pantalonetas;web;Zipaquirá;Cundinamarca;ePayco;Low
1096;2024-02-13 14:28:03-05:00;2024-02-13;paid;687.420,00;687.420,00;0,00;0,00;ELEVENPRO10;76.380,00;26286;Enterizo Hill negro - M;2;381.900,00;NO;0.0;Enterizo;web;Santa Marta;Magdalena;Addi Payment;Low
1097;2024-02-13 20:33:54-05:00;2024-02-13;paid;289.900,00;289.900,00;0,00;0,00;#LUCYELEVEN;0,00;34021;PT Tubular Vinotinto Dama - S;1;289.900,00;NO;0.0;Sin Categoria;web;Zaragoza;Antioquia;Addi Payment;Low
1098;2024-02-14 07:43:26-05:00;2024-02-14;paid;305.500,00;305.500,00;0,00;0,00;#LUCYELEVEN;0,00;26947;Enterizo Ciclismo Dama - Brown / M;1;305.500,00;NO;0.0;Enterizo;web;Puerto Salgar;Cundinamarca;Addi Payment;Low
1099;2024-02-14 11:43:40-05:00;2024-02-14;paid;178.428,60;149.940,00;0,00;28.488,60;#LUCYELEVEN;99.960,00;2800;Pantaloneta 3/4 con tiranta hombre - M;1;249.900,00;NO;0.0;Pantalonetas;web;Mosquera;Cundinamarca;ePayco;Low
1100;2024-02-14 17:55:07-05:00;2024-02-14;paid;251.900,00;251.900,00;0,00;0,00;ELEVENPRO10;0,00;14352;Jersey slim - M;1;251.900,00;NO;0.0;Jerseys;web;Cali;Valle Del Cauca;Addi Payment;Low
1101;2024-02-19 18:20:43-05:00;2024-02-19;paid;343.710,00;343.710,00;0,00;0,00;ELEVENPRO10;38.190,00;26286;ENTERIZO HILL - L / Black;1;381.900,00;NO;0.0;Enterizo;web;Bogotá;Cundinamarca;Addi Payment;Low
1102;2024-02-21 14:45:16-05:00;2024-02-21;paid;325.710,00;325.710,00;0,00;0,00;ELEVENPRO10;36.190,00;1230;Pantaloneta Ultra - Black / M;1;361.900,00;NO;0.0;Pantalonetas;web;Bogotá;Cundinamarca;Addi Payment;Low
1103;2024-02-22 11:02:42-05:00;2024-02-22;paid;363.510,00;363.510,00;0,00;0,00;ELEVENPRO10;40.390,00;26249;Enterizo Matiz Manga Larga - M;1;403.900,00;NO;0.0;Enterizo;web;Santiago De Cali;Valle Del Cauca;Addi Payment;Low
1104;2024-02-23 12:06:52-05:00;2024-02-23;paid;325.710,00;325.710,00;0,00;0,00;ELEVENPRO10;36.190,00;1230;Pantaloneta Ultra - Black / M;1;361.900,00;NO;0.0;Pantalonetas;web;Cucuta;Norte De Santander;Addi Payment;Low
1105;2024-02-25 13:15:48-05:00;2024-02-25;paid;487.620,00;487.620,00;0,00;0,00;ELEVENPRO10;54.180,00;80269;CAMISETA HILL Lights - M;1;251.900,00;NO;0.0;Camisetas;web;Pereira;Risaralda;Addi Payment;Low
1105;2024-02-25 13:15:48-05:00;2024-02-25;paid;487.620,00;487.620,00;0,00;0,00;ELEVENPRO10;54.180,00;1239;Pantaloneta Estelar con fajÃ³n negra - Black / M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
1106;2024-02-27 08:37:46-05:00;2024-02-27;paid;305.520,00;305.520,00;0,00;0,00;#LUCYELEVEN20;76.380,00;26287;ENTERIZO HILL - S / Blue;1;381.900,00;NO;0.0;Enterizo;web;Bogotá;Bogotá D.C.;ePayco;Low
1107;2024-02-27 15:23:54-05:00;2024-02-27;paid;549.800,00;549.800,00;0,00;0,00;ELEVENPRO10;0,00;90276;CAMISETA HILL ORIZON - M;1;259.900,00;NO;0.0;Camisetas;web;Armenia;Quindío;Addi Payment;Low
1107;2024-02-27 15:23:54-05:00;2024-02-27;paid;549.800,00;549.800,00;0,00;0,00;ELEVENPRO10;0,00;1205;Pantaloneta Estelar - M / Roja;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
1109;2024-02-28 11:02:21-05:00;2024-02-28;paid;1.043.640,00;1.043.640,00;0,00;124.973,70;ELEVENPRO10;115.960,00;3423;Pantaloneta Opa - Black / S;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;ePayco;Low
1109;2024-02-28 11:02:21-05:00;2024-02-28;paid;1.043.640,00;1.043.640,00;0,00;124.973,70;ELEVENPRO10;115.960,00;3416;Pantaloneta Opa - S;1;289.900,00;NO;0.0;Pantalonetas;web;Valledupar;Cesar;ePayco;Low
1109;2024-02-28 11:02:21-05:00;2024-02-28;paid;1.043.640,00;1.043.640,00;0,00;124.973,70;ELEVENPRO10;115.960,00;3418;Pantaloneta Opa - S / S;1;289.900,00;SI;0.0;Pantalonetas;web;Sin información;Sin información;ePayco;Low
1109;2024-02-28 11:02:21-05:00;2024-02-28;paid;1.043.640,00;1.043.640,00;0,00;124.973,70;ELEVENPRO10;115.960,00;3402;Pantaloneta Estelar - rojo;1;289.900,00;SI;0.0;Pantalonetas;web;Sin información;Sin información;ePayco;Low
1110;2024-02-28 11:48:26-05:00;2024-02-28;paid;154.740,00;154.740,00;0,00;24.706,39;#LUCYELEVEN;103.160,00;3500;Trusa con tiranta Hombre - M;1;257.900,00;NO;0.0;Trusas;web;Bogotá;Bogotá D.C.;ePayco + manual;Low
1111;2024-03-01 15:37:58-05:00;2024-03-01;paid;361.900,00;361.900,00;0,00;0,00;ELEVENPRO10;0,00;3430;Pantaloneta Ultra - Black / L;1;361.900,00;NO;0.0;Pantalonetas;web;Palmira;Valle Del Cauca;ePayco;Low
1113;2024-03-02 12:29:01-05:00;2024-03-02;paid;260.910,00;260.910,00;0,00;0,00;ELEVENPRO10;28.990,00;1239;Pantaloneta Estelar con fajÃ³n negra - Black / M;1;289.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;ePayco;Low
1114;2024-03-07 12:44:25-05:00;2024-03-07;paid;381.900,00;381.900,00;0,00;0,00;ELEVENPRO10;0,00;26287;ENTERIZO HILL AZUL - L / Top Gratis;1;381.900,00;NO;0.0;Enterizo;web;Santiago De Cali;Valle Del Cauca;Addi Payment;Low
1115;2024-03-07 16:03:23-05:00;2024-03-07;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3406;Pantaloneta Estelar - White / M / Top Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Cartago;Valle Del Cauca;Addi Payment;Low
1116;2024-03-08 08:56:28-05:00;2024-03-08;paid;259.900,00;259.900,00;0,00;0,00;ELEVENPRO10;0,00;13305;Camiseta  slim - Brown / L / Top Gratis;1;259.900,00;NO;0.0;Camisetas;web;San Vicente De Chucuri;Santander;ePayco + manual;Low
1118;2024-03-08 09:01:33-05:00;2024-03-08;paid;259.900,00;259.900,00;0,00;0,00;ELEVENPRO10;0,00;13305;Camiseta  slim - Brown / L / Top Gratis;1;259.900,00;NO;0.0;Camisetas;web;San Vicente De Chucuri;Santander;ePayco + manual;Low
1119;2024-03-08 12:19:24-05:00;2024-03-08;paid;491.400,00;491.400,00;0,00;0,00;ELEVENPRO10;0,00;3406;Pantaloneta Estelar - White / L / Top Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Cartago;Valle Del Cauca;Addi Payment;Low
1119;2024-03-08 12:19:24-05:00;2024-03-08;paid;491.400,00;491.400,00;0,00;0,00;ELEVENPRO10;0,00;14005;Camiseta de ciclismo slim - Black / L;1;201.500,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1120;2024-03-08 13:56:37-05:00;2024-03-08;paid;742.770,00;742.770,00;0,00;0,00;ELEVENPRO10;82.530,00;3425;Pantaloneta Estelar - Green / S / Top Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
1120;2024-03-08 13:56:37-05:00;2024-03-08;paid;742.770,00;742.770,00;0,00;0,00;ELEVENPRO10;82.530,00;26870;Enterizo Ciclismo Dama - Blue / S;1;305.500,00;NO;0.0;Enterizo;web;Sin información;Sin información;Addi Payment;Low
1120;2024-03-08 13:56:37-05:00;2024-03-08;paid;742.770,00;742.770,00;0,00;0,00;ELEVENPRO10;82.530,00;14331;Jersey slim - S / Guantes de ciclismo Gratis;1;229.900,00;NO;0.0;Jerseys;web;Valledupar;Cesar;Addi Payment;Low
1121;2024-03-09 11:43:58-05:00;2024-03-09;paid;257.900,00;257.900,00;0,00;41.177,31;ELEVENPRO10;0,00;1500;Trusa con tiranta mujer - M;1;257.900,00;NO;0.0;Trusas;web;Chia;Cundinamarca;Addi Payment;Low
1122;2024-03-09 21:01:14-05:00;2024-03-09;paid;232.110,00;232.110,00;0,00;37.059,58;ELEVENPRO10;25.790,00;1500;Trusa con tiranta mujer - XL;1;257.900,00;NO;0.0;Trusas;web;Bello;Antioquia;Addi Payment;Low
1123;2024-03-10 10:18:37-05:00;2024-03-10;paid;317.700,00;317.700,00;0,00;0,00;ELEVENPRO10;0,00;3402;Pantaloneta Estelar - Red / S / Guantes de ciclismo Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
1123;2024-03-10 10:18:37-05:00;2024-03-10;paid;317.700,00;317.700,00;0,00;0,00;ELEVENPRO10;0,00;81505727;Calcetines Tejidos - S / Red wine;1;27.800,00;SI;0.0;Calcetines;web;Florida;Valle Del Cauca;Addi Payment;Low
1125;2024-03-10 13:15:23-05:00;2024-03-10;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3402;Pantaloneta Estelar - Red / S / Guantes de ciclismo Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Aguazul;Casanare;ePayco + manual;Low
1126;2024-03-12 11:04:09-05:00;2024-03-12;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3435;Pantaloneta Estelar - Black / M / Top Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Palocabildo;Tolima;Addi Payment;Low
1127;2024-03-17 10:46:44-05:00;2024-03-17;paid;154.800,00;154.800,00;0,00;24.715,97;ELEVENPRO10;0,00;3500;Trusa con tiranta Hombre - XL;1;154.800,00;NO;0.0;Trusas;web;Calarca Quindio;Quindío;Addi Payment;Low
1129;2024-03-18 12:05:45-05:00;2024-03-18;paid;289.900,00;289.900,00;0,00;46.286,55;ELEVENPRO10;0,00;3423;Pantaloneta Opa - Black / L / Top Gratis;1;289.900,00;NO;0.0;Pantalonetas;web;Paipa;Boyacá;Addi Payment;Low
1130;2024-03-20 07:47:55-05:00;2024-03-20;paid;361.900,00;361.900,00;0,00;0,00;ELEVENPRO10;0,00;1231;Pantaloneta Ultra - Dark Blue / S / S;1;361.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1131;2024-03-21 09:13:15-05:00;2024-03-21;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3402;Pantaloneta Estelar Opa Hombre - L / Grey / M;1;289.900,00;SI;0.0;Pantalonetas;web;Barbosa;Santander;Addi Payment;Low
1132;2024-03-21 12:17:59-05:00;2024-03-21;paid;201.500,00;201.500,00;0,00;0,00;ELEVENPRO10;0,00;14189;Camiseta de ciclismo slim - Blue / M;1;201.500,00;NO;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1133;2024-03-21 17:36:27-05:00;2024-03-21;paid;154.800,00;154.800,00;0,00;0,00;ELEVENPRO10;0,00;3500;Trusa con tiranta Hombre - L;1;154.800,00;NO;0.0;Trusas;otro_canal;Duitama;Boyacá;Cash on Delivery (COD);Low
1137;2024-03-28 15:51:45-05:00;2024-03-28;paid;150.000,00;150.000,00;0,00;23.949,58;ELEVENPRO10;0,00;2800;Pantaloneta 3/4 con tiranta hombre - L;1;150.000,00;NO;0.0;Pantalonetas;web;La Unión Antioquia;Antioquia;Addi Payment;Low
1146;2024-04-01 20:42:39-05:00;2024-04-01;paid;651.420,00;651.420,00;0,00;0,00;ELEVENPRO10;72.380,00;3430;Pantaloneta Ultra - M;1;361.900,00;NO;0.0;Pantalonetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1146;2024-04-01 20:42:39-05:00;2024-04-01;paid;651.420,00;651.420,00;0,00;0,00;ELEVENPRO10;72.380,00;1230;Pantaloneta Ultra - L / Guantes Gratis;1;361.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
1147;2024-04-02 09:12:37-05:00;2024-04-02;paid;260.910,00;260.910,00;0,00;0,00;ELEVENPRO10;28.990,00;1216;Pantaloneta Estelar Opa - M / Grey;1;289.900,00;NO;0.0;Pantalonetas;web;Paz De Ariporo;Casanare;ePayco;Low
1148;2024-04-02 09:52:48-05:00;2024-04-02;paid;323.100,00;323.100,00;0,00;0,00;ELEVENPRO10;0,00;26935;Enterizo Ciclismo Dama - Purple / S;1;323.100,00;NO;0.0;Enterizo;web;Mariquita Tol Colombia;Tolima;Addi Payment;Low
1149;2024-04-02 11:32:26-05:00;2024-04-02;paid;269.700,00;269.700,00;0,00;0,00;ELEVENPRO10;0,00;83328;T Shirt Running - XL / Blue / BÃ³xer Gratis;3;89.900,00;NO;0.0;Camisetas;web;Circacia;Quindío;Addi Payment;Low
1155;2024-04-04 08:04:17-05:00;2024-04-04;paid;154.800,00;154.800,00;0,00;0,00;ELEVENPRO10;0,00;1600;Trusa sin tiranta hombre - M;1;154.800,00;NO;0.0;Trusas;web;Bogotá;Bogotá D.C.;Cash on Delivery (COD);Low
1156;2024-04-04 18:04:17-05:00;2024-04-04;paid;150.000,00;150.000,00;0,00;23.949,58;ELEVENPRO10;0,00;3800;Pantaloneta 3/4 sin tiranta mujer - S;1;150.000,00;NO;0.0;Pantalonetas;web;Villeta;Cundinamarca;Addi Payment;Low
1158;2024-04-04 22:36:46-05:00;2024-04-04;paid;154.800,00;154.800,00;0,00;0,00;ELEVENPRO10;0,00;3600;Trusa sin tiranta mujer - S;1;154.800,00;NO;0.0;Trusas;web;Roldanillo;Valle Del Cauca;Addi Payment;Low
1162;2024-04-05 22:10:30-05:00;2024-04-05;paid;154.800,00;154.800,00;0,00;0,00;ELEVENPRO10;0,00;1600;Trusa sin tiranta hombre - S;1;154.800,00;NO;0.0;Trusas;web;Cali;Valle Del Cauca;Addi Payment;Low
1167;2024-04-06 14:36:16-05:00;2024-04-06;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - XL / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Rio De Oro;Cesar;Addi Payment;Low
1168;2024-04-06 15:27:23-05:00;2024-04-06;paid;134.900,00;134.900,00;0,00;21.538,66;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - M / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Armenia;Quindío;Addi Payment;Low
1181;2024-04-07 03:01:14-05:00;2024-04-07;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;ePayco;Low
1182;2024-04-07 03:01:15-05:00;2024-04-07;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;ePayco;Low
1183;2024-04-07 03:26:13-05:00;2024-04-07;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;ePayco;Low
1187;2024-04-07 06:30:18-05:00;2024-04-07;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;ePayco;Low
1188;2024-04-07 06:30:19-05:00;2024-04-07;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80391;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;ePayco;Low
1192;2024-04-07 09:11:32-05:00;2024-04-07;paid;134.900,00;134.900,00;0,00;21.538,66;ELEVENPRO10;0,00;84329;Camiseta Giro D Italia 2024 mujer - S / Manga larga;1;134.900,00;SI;0.0;Jerseys;web;Manizales;Antioquia;Addi Payment;Low
1201;2024-04-07 16:11:47-05:00;2024-04-07;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Florencia;Magdalena;Addi Payment;Low
1201;2024-04-07 16:11:47-05:00;2024-04-07;paid;269.800,00;269.800,00;0,00;43.077,31;ELEVENPRO10;0,00;84329;Camiseta Giro D Italia 2024 mujer - S / Manga larga;1;134.900,00;SI;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1203;2024-04-07 18:59:46-05:00;2024-04-07;paid;134.900,00;134.900,00;0,00;21.538,66;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment;Low
1216;2024-04-08 10:27:05-05:00;2024-04-08;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - S / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Campoalegre;Huila;Addi Payment;Low
1218;2024-04-08 11:44:18-05:00;2024-04-08;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Armenia;Quindío;Addi Payment;Low
1219;2024-04-08 12:53:30-05:00;2024-04-08;paid;124.900,00;124.900,00;0,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - S / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;El Rosal;Cundinamarca;Addi Payment;Low
1235;2024-04-10 20:51:08-05:00;2024-04-10;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;84329;Camiseta Giro D Italia 2024 mujer - L / Manga larga;1;134.900,00;SI;0.0;Jerseys;web;Santa Rosa De Cabal;Risaralda;Addi Payment;Low
1239;2024-04-10 22:41:10-05:00;2024-04-10;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - S / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Montería;Córdoba;Addi Payment;Low
1240;2024-04-11 00:01:51-05:00;2024-04-11;paid;164.920,00;149.920,00;15.000,00;19.942,02;ELEVENPRO10;2.780,00;80391;Camiseta Giro D Italia 2024 hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1240;2024-04-11 00:01:51-05:00;2024-04-11;paid;164.920,00;149.920,00;15.000,00;19.942,02;ELEVENPRO10;2.780,00;81505727;Calcetines tejidos - M / Black;1;27.800,00;SI;0.0;Calcetines;web;Pitalito;Huila;Addi Payment;Low
1244;2024-04-11 10:05:16-05:00;2024-04-11;paid;139.900,00;124.900,00;15.000,00;19.942,02;AUTOMATIC DISCOUNTS;0,00;80391;Camiseta Giro D Italia 2024 hombre - XL / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Pitalito;Huila;Addi Payment;Low
1246;2024-04-11 11:42:40-05:00;2024-04-11;paid;289.900,00;289.900,00;0,00;0,00;AUTOMATIC DISCOUNTS;0,00;3406;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Quimbaya;Quindío;Addi Payment;Low
1249;2024-04-11 12:41:38-05:00;2024-04-11;paid;149.900,00;134.900,00;15.000,00;21.538,66;AUTOMATIC DISCOUNTS;0,00;84329;Camiseta Giro D Italia 2024 mujer - M / Manga larga;1;134.900,00;SI;0.0;Jerseys;web;Tunja;Boyacá;Addi Payment;Low
1251;2024-04-11 13:22:34-05:00;2024-04-11;paid;264.800,00;249.800,00;15.000,00;39.884,03;AUTOMATIC DISCOUNTS;0,00;80392;Camiseta Giro D Italia 2024 hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Santa Marta;Magdalena;Addi Payment;Low
1251;2024-04-11 13:22:34-05:00;2024-04-11;paid;264.800,00;249.800,00;15.000,00;39.884,03;AUTOMATIC DISCOUNTS;0,00;80391;Camiseta Giro D Italia 2024 hombre - S / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1253;2024-04-11 15:11:32-05:00;2024-04-11;paid;149.900,00;134.900,00;15.000,00;21.538,66;AUTOMATIC DISCOUNTS;0,00;80392;Camiseta Giro D Italia 2024 hombre - S / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Envigado;Antioquia;Addi Payment;Low
1256;2024-04-11 16:32:03-05:00;2024-04-11;paid;264.800,00;249.800,00;15.000,00;39.884,03;ELEVENPRO10;0,00;80392;Camiseta Giro D Italia 2024 hombre - L / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
1256;2024-04-11 16:32:03-05:00;2024-04-11;paid;264.800,00;249.800,00;15.000,00;39.884,03;ELEVENPRO10;0,00;84329;Camiseta Giro D Italia 2024 mujer - S / Manga corta;1;124.900,00;SI;0.0;Jerseys;web;Miraflores;Boyacá;Addi Payment;Low
1258;2024-04-11 19:09:39-05:00;2024-04-11;paid;294.700,00;279.700,00;15.000,00;19.942,02;ELEVENPRO10;0,00;3600;Trusa sin tiranta mujer - M;1;154.800,00;NO;0.0;Trusas;web;Sin información;Sin información;Addi Payment;Low
